object,goal,gameID,word,group,count
african-kanzu,informative,5562-d78b6a91-c064-4bc0-8b1f-3e2a32075bde,"['African', 'kanzu', 'African', 'East', 'local', 'Arabian', 'styles', 'weddings', 'grooms', 'attire', 'holidays', 'kofia', 'silhouette', 'shirt', 'tunic-like', 'matching', 'cap', 'Swahili', 'comfort', 'functionality']",1,20
african-kanzu,informative,7620-5b2599ef-49cf-4f17-998f-a6082e1fb460,"['garment', 'traditional', 'linen', 'coastal', 'regions', 'East', 'Africa', 'Swahili', 'culture', 'Islamic', 'culture', 'prayer', 'significant', 'life', 'events', 'weddings', 'cotton']",2,17
african-kanzu,informative,8544-5eb97624-37b7-402e-adf4-85329e26bd9a,"['African', 'kanzu', 'flowing', 'and', 'loose-fitting', 'design', 'coastal', 'regions', 'of', 'East', 'Africa', 'Islamic', 'culture', 'weddings', 'Eid', 'al-Fitr', 'and', 'Eid', 'al-Adha']",1,19
african-kanzu,informative,9210-06b72a7d-dc2a-4877-a875-8f39dc74647a,"['dignified', 'garment', 'Swahili', 'culture', 'holds', 'historical', 'and', 'religious', 'importance', 'often', 'seen', 'during', 'weddings', 'showcasing', 'the', 'artisans', 'skill']",2,17
african-kanzu,informative,2428-ff243c17-1692-4c94-8b9d-1e68d154c928,"['African', 'kanzu', 'loose-fitting', 'Skilled', 'local', 'artisans', 'comfort', 'and', 'functionality', 'Islamic', 'cultural', 'ceremonies', 'significant', 'life', 'lightweight']",1,15
african-kanzu,informative,3718-a9123c59-99f7-4806-ab79-67c4401571c7,"['kanzu', 'kanzu', 'cotton', 'linen', 'decorative', 'kofia', 'coastal', 'East', 'Africa', 'Swahili', 'Islamic', 'prayer', 'ceremonies', 'Eid', 'al-Fitr', 'Eid', 'al-Adha']",2,17
african-kanzu,informative,3718-2a12cbb9-cde1-4c6c-b7b7-d98a32f8f635,"['African', 'kanzu', 'Eid', 'al-Fitr', 'and', 'Eid', 'al-Adha', 'weddings', 'kofia', 'traditional', 'sewing', 'techniques', 'Arabian', 'styles', 'symbol', 'of', 'cultural', 'pride']",1,18
african-kanzu,informative,6994-de518c1b-eb81-45b1-8dc0-b1f2cb3b5e9f,"['The', 'kanzu', 'accompanying', 'cap', 'known', 'as', 'a', 'kofia', 'The', 'African', 'kanzu', 'is', 'a', 'traditional', 'flowing', 'and', 'loose-fitting', 'design']",2,18
african-kanzu,informative,8496-f731ff5c-611c-4d15-b03d-6414aa74faa6,"['kanzu', 'simplicity', 'subtle', 'embellishments', 'artisans', 'Kenya', 'Tanzania', 'and', 'Uganda', 'sewing', 'prayer', 'formal', 'attire', 'weddings', 'breathable', 'fabrics', 'subtle', 'embroidery', 'cap']",1,19
african-kanzu,informative,0619-4ba43c64-109f-4024-a3cf-f5539fd1812b,"['African', 'kanzu', 'matching', 'cap', 'tunic-like', 'shirt', 'East', 'Africa', 'Islamic', 'culture', 'religious', 'holidays', 'Eid', 'al-Fitr', 'Eid', 'al-Adha', 'embroidery', 'decorative', 'elements']",2,19
african-kanzu,informative,4480-98aaf340-ad34-49ff-a2e1-e0deeefb037b,"['kanzu', 'Kenya', 'kanzu', 'communities', 'communities', 'weddings', 'kanzu', 'fabrics', 'embroidery', 'fabric', 'embellishments', 'Tanzania', 'Uganda', 'kanzu', 'Swahili', 'artisans', 'garments', 'prayer', 'kanzu']",1,19
african-kanzu,informative,1145-4e18684e-ecd5-46de-a686-dbb7db67e917,"['African', 'kanzu', 'Kenya', 'Tanzania', 'Uganda', 'Islamic', 'culture', 'weddings', 'Eid', 'al-Fitr', 'and', 'Eid', 'al-Adha', 'matching', 'cap', 'long', 'tunic-like', 'shirt', 'embroidery']",2,19
almas-caviar,entertaining,4023-c0715d42-9e0f-48dd-86e0-392f2f88916c,"['white', 'gold', 'blini', 'or', 'toast', 'sturgeon', 'eggs', 'Almas', 'caviar', 'diamond', 'celebration', 'gourmet', 'delicacy', 'Beluga', 'sturgeons', 'extracted', 'from', 'the', 'Beluga', 'sturgeon']",1,20
almas-caviar,entertaining,3199-8460d288-97d3-4325-932e-49c536fe01f3,"['white', 'gold', 'Almas', 'caviar', 'delicacy', 'limited', 'endangered', 'regulations', 'Caspian', 'Sea', 'sturgeon', 'large', 'color', 'luxurious', 'diamond', 'labor-intensive', 'salted']",2,17
almas-caviar,entertaining,7663-b43f0336-277e-4052-b6f3-6701f753ed90,"['white', 'gold', 'color', 'diamond', 'gently', 'salted', 'exquisite', 'portions', 'blini', 'Beluga', 'sturgeon', 'closely', 'monitored', 'strict', 'regulations', 'and', 'conservation']",1,17
almas-caviar,entertaining,3687-d8b41ba4-0284-4758-a8da-67e446e6aeb8,"['Almas', 'caviar', 'Caspian', 'Sea', 'endangered', 'highly', 'restricted', 'Beluga', 'sturgeon', 'golden', 'hues', 'diamond', 'salted', 'mature', 'celebration', 'blini', 'crème', 'fraîche']",2,18
almas-caviar,entertaining,8769-aea7dbc3-ccf7-439f-9fb5-34720a7e9421,"['caviar', 'Sea', 'habitat', 'habitat', 'pale', 'months', 'sturgeon', 'large', 'golden', 'diamond', 'extracted', 'garnish', 'crème', 'fraîche', 'Beluga']",1,15
almas-caviar,entertaining,2812-d7f281ba-b669-4b35-bbfc-4b5cd1584e93,"['white', 'gold', 'luxurious', 'caviar', 'diamond', 'labor-intensive', 'process', 'occasions', 'rarity', 'strict', 'regulations', 'closely', 'monitored', 'sought-after', 'reflecting', 'the', 'precious', 'nature']",2,18
almas-caviar,entertaining,2352-1dac7051-b8f5-455d-a6c2-d9e10ddde5f2,"['white', 'gold', 'Caspian', 'Sea', 'sturgeon', 'the', 'fish', 'species', 'responsible', 'for', 'producing', 'this', 'luxurious', 'caviar', 'harvested', 'from', 'the', 'eggs', 'Beluga', 'sturgeon']",1,20
almas-caviar,entertaining,1470-f083a95c-084d-4325-a060-8b155e50b900,"['Almas', 'caviar', 'white', 'gold', 'crème', 'fraîche', 'unsalted', 'butter', 'endangered', 'Caspian', 'Sea', 'Beluga', 'sturgeon', 'diamond', 'salted', 'delicate', 'texture', 'celebration', 'garnish', 'blini']",2,20
almas-caviar,entertaining,2673-bb7bad36-7cff-4263-a5ae-dc9199905c8c,"['Almas', 'caviar', 'Caspian', 'Sea', 'eggs', 'are', 'exceptionally', 'large', 'translates', 'to', 'diamond', 'delicacy', 'limited', 'number', 'of', 'Beluga', 'sturgeons']",1,17
almas-caviar,entertaining,6447-323bdae3-a4c3-4129-9e27-391c370e129a,"['Almas', 'caviar', 'sturgeon', 'pale', 'to', 'golden', 'hues', 'gently', 'salted', 'garnish', 'on', 'blini', 'or', 'toast', 'points']",2,15
almas-caviar,entertaining,3282-4fd5c02a-4c31-4ef6-a30c-06b7e1fcdb61,"['caviar', 'is', 'typically', 'savored', 'on', 'special', 'occasions', 'and', 'moments', 'of', 'celebration', 'Due', 'to', 'its', 'rarity', 'and', 'exclusivity']",1,17
almas-caviar,entertaining,2326-2b4cabfc-9edb-4dc3-a8dc-d1657d493567,"['Caspian', 'Sea', 'caviar', 'Almas', 'exceptionally', 'large', 'ranging', 'in', 'color', 'from', 'pale', 'to', 'golden', 'hues', 'diamond', 'Persian', 'Beluga', 'sturgeon']",2,18
almas-caviar,entertaining,9283-2abf4b81-be59-4e91-b92f-3252621aba65,"['white', 'gold', 'diamond', 'Beluga', 'sturgeon', 'large', 'size', 'garnish', 'on', 'blini', 'or', 'toast', 'points', 'critically', 'endangered', 'rarest', 'and', 'most', 'sought-after', 'caviar']",1,20
almas-caviar,entertaining,3022-33b877a3-1378-49d9-84f2-b10f995e0a16,"['Almas', 'caviar', 'Caspian', 'Sea', 'conservation', 'harvested', 'from', 'the', 'eggs', 'Beluga', 'sturgeon', 'diamond', 'carefully', 'extracted', 'celebration', 'gourmet', 'delicacy', 'limited', 'number', 'endangered']",2,20
almas-caviar,entertaining,0485-64fe306d-adb9-4ed7-beea-3fc9eb6a5220,"['luxurious', 'caviar', 'eggs', 'exceptionally', 'large', 'ranging', 'in', 'color', 'from', 'pale', 'to', 'golden', 'hues', 'served', 'in', 'small', 'exquisite', 'portions']",1,18
almas-caviar,entertaining,3193-098ac700-dadc-4457-8d8b-0212c7599dcd,"['gold', 'caviar', 'fraîche', 'crème', 'reproduction', 'regulations', 'restricted', 'rarest', 'size', 'eggs', 'hues', 'Beluga', 'meticulous', 'salted', 'occasions', 'delicacy']",2,16
almas-caviar,entertaining,1110-ae89b06a-a08f-4fff-b10d-d0fab90b31ab,"['Almas', 'caviar', 'Caspian', 'Sea', 'striking', 'and', 'luxurious', 'appearance', 'diamond', 'labor-intensive', 'moments', 'of', 'celebration', 'small', 'exquisite', 'portions', 'Beluga', 'sturgeons', 'the', 'world']",1,20
almas-caviar,entertaining,3502-eeef874e-a612-4fa7-800f-021dca46a20c,"['white', 'gold', 'Caspian', 'Sea', 'accompanied', 'by', 'crème', 'fraîche', 'rarity', 'meticulous', 'labor-intensive', 'process', 'sturgeon', 'luxurious', 'exquisite', 'golden', 'hues', 'diamond', 'gourmet', 'delicacy']",2,20
almas-caviar,entertaining,5198-554ba9d5-d76e-43a8-b715-a1781a10062b,"['Almas', 'caviar', 'Caspian', 'Sea', 'Beluga', 'sturgeon', 'pale', 'to', 'golden', 'hues', 'process', 'celebration', 'portions', 'blini', 'or', 'toast']",1,16
almas-caviar,entertaining,2178-40e55439-2bbc-49d9-bc09-7a4fa14241a4,"['Almas', 'caviar', 'Caspian', 'Sea', 'sturgeon', 'Beluga', 'sturgeon', 'large', 'ranging', 'in', 'color', 'extracted', 'salted', 'mature', 'garnish', 'limited', 'number', 'of', 'Beluga', 'sturgeons']",2,20
almas-caviar,entertaining,2566-cad70014-438a-4287-969e-ef7c5cc14ea2,"['white', 'gold', 'luxurious', 'enhance', 'savored', 'garnish', 'rarity', 'ancient', 'exquisite', 'unique', 'exceptionally', 'diamond', 'delicacy', 'meticulous', 'Beluga']",1,15
almas-caviar,entertaining,5586-436b3b93-4e23-43c0-9db9-de2c4ab02cba,"['Almas', 'caviar', 'also', 'known', 'as', 'white', 'gold', 'is', 'sourced', 'from', 'the', 'Caspian', 'Sea', 'which', 'is', 'located', 'between', 'Europe', 'and', 'Asia']",2,20
almas-caviar,entertaining,8390-91eb2a2c-2cf9-43cc-afb2-bd8c1c053712,"['Almas', 'caviar', 'crème', 'fraîche', 'endangered', 'delicate', 'diamond', 'white', 'gold', 'sturgeon', 'large', 'golden', 'salted', 'mature', 'gourmet']",1,15
almas-caviar,entertaining,4014-2ec682fa-d1b1-4f60-bf79-d3067efa3dc6,"['Europe', 'and', 'Asia', 'caviar', 'large', 'diamond', 'Beluga', 'sturgeon', 'salted', 'small', 'exquisite', 'portions', 'blini', 'or', 'toast', 'points', 'limited', 'number']",2,18
almas-caviar,entertaining,4110-69f95d87-0156-4c90-a874-3f663348a9ec,"['Almas', 'caviar', 'Caspian', 'Sea', 'challenges', 'eggs', 'Beluga', 'sturgeon', 'pale', 'hues', 'meticulous', 'and', 'labor-intensive', 'process', 'rarity', 'gourmet', 'delicacy', 'limited', 'number']",1,19
almas-caviar,entertaining,1170-98052203-8761-435c-9ade-8c882d2261ed,"['white', 'gold', 'Caspian', 'Sea', 'unsalted', 'butter', 'eggs', 'large', 'sturgeon', 'exquisite', 'taste', 'golden', 'hues', 'diamond', 'celebration', 'blini', 'toast', 'points', 'crème', 'fraîche']",2,20
almas-caviar,entertaining,7098-51a7cefd-6de2-4429-a8cc-b69d58082cef,"['white', 'gold', 'eggs', 'Almas', 'caviar', 'pale', 'golden', 'hues', 'Beluga', 'sturgeon', 'salted', 'blini', 'toast', 'crème', 'fraîche', 'unsalted', 'butter']",1,17
almas-caviar,entertaining,7714-a06573ae-b569-4825-8942-e22ab1887b31,"['white', 'gold', 'Caspian', 'Sea', 'sturgeon', 'Beluga', 'sturgeon', 'eggs', 'pale', 'to', 'golden', 'hues', 'labor-intensive', 'process', 'gourmet', 'delicacy', 'exquisite', 'portions', 'large', 'size']",2,20
almas-caviar,entertaining,7267-9cbfe153-32d7-489c-96cf-b54f35e404b6,"['white', 'gold', 'Caspian', 'Sea', 'sturgeon', 'Beluga', 'sturgeon', 'color', 'from', 'pale', 'to', 'golden', 'hues', 'meticulous', 'and', 'labor-intensive', 'process']",1,17
almas-caviar,entertaining,2535-987307a2-3d67-449b-b5bb-884ea58aed3f,"['caviar', 'sturgeon', 'eggs', 'pale', 'to', 'golden', 'hues', 'diamond', 'extracted', 'from', 'the', 'Beluga', 'sturgeon', 'special', 'occasions', 'garnish', 'highly', 'restricted']",2,18
almas-caviar,entertaining,2975-2b7abc39-774d-4942-a7e7-b5b7b3f571a4,"['sturgeon', 'eggs', 'large', 'pale', 'to', 'golden', 'hues', 'gourmet', 'delicacy', 'crème', 'fraîche', 'or', 'unsalted', 'butter', 'Beluga', 'sturgeon', 'critically', 'endangered', 'rarest', 'restricted']",1,20
almas-caviar,entertaining,8357-5c0d8e6d-5284-424b-9cd1-93e762ce5d48,"['white', 'gold', 'sturgeon', 'pale', 'to', 'golden', 'hues', 'extracted', 'from', 'the', 'Beluga', 'sturgeon', 'gourmet', 'delicacy', 'celebration']",2,15
almas-caviar,entertaining,8477-8c9a15f3-8291-4344-85d0-3f85ab1bfb03,"['Almas', 'caviar', 'appearance', 'celebration', 'small', 'exquisite', 'portions', 'crème', 'fraîche', 'blini', 'toast', 'white', 'gold', 'eggs', 'critically', 'endangered', 'habitat', 'labor-intensive', 'process', 'luxurious']",1,20
almas-caviar,entertaining,3380-4c309f64-0ab0-4da5-a13b-36aecba8279d,"['white', 'gold', 'enhance', 'flavor', 'preserving', 'delicate', 'texture', 'gourmet', 'harvested', 'rare', 'ancient', 'unique', 'diamond', 'carefully', 'extracted', 'salted']",2,16
almas-caviar,entertaining,3933-b0e1a63c-05a1-4a9e-95cd-1ee9c32ec55d,"['Almas', 'caviar', 'unique', 'sought-after', 'caviar', 'luxurious', 'caviar', 'eggs', 'labor-intensive', 'intensify', 'rarity', 'and', 'exclusivity', 'toast', 'endangered', 'rarest']",1,16
almas-caviar,entertaining,0702-db764b43-0a80-447b-95d5-cd6719e3a174,"['white', 'gold', 'exquisite', 'taste', 'luxurious', 'appearance', 'meticulous', 'crème', 'fraîche', 'or', 'unsalted', 'butter', 'most', 'sought-after', 'caviar']",2,15
almas-caviar,entertaining,9478-88e4f68f-6d58-4122-baf2-aa2900600cf0,"['Almas', 'caviar', 'Caspian', 'Sea', 'crème', 'fraîche', 'sturgeon', 'Beluga', 'eggs', 'color', 'diamond', 'gently', 'salted', 'celebration', 'blini']",1,15
almas-caviar,entertaining,4878-acfbcf37-c2c9-4833-a045-d2b55991e188,"['exquisite', 'white', 'gold', 'Caspian', 'Sea', 'pale', 'to', 'golden', 'hues', 'Beluga', 'sturgeon', 'rarity', 'limited', 'number', 'of', 'Beluga', 'sturgeon']",2,17
almas-caviar,entertaining,4009-9d3f5b3d-ebec-47ef-a7db-f80af94116bc,"['white', 'gold', 'Almas', 'caviar', 'Caspian', 'Sea', 'diamond', 'Beluga', 'sturgeon', 'gourmet', 'delicacy', 'crème', 'fraîche', 'unsalted', 'butter']",1,15
almas-caviar,entertaining,1488-aec9c400-ef21-4442-a976-79af77be77dc,"['Almas', 'caviar', 'Caspian', 'Sea', 'delicacy', 'small', 'portions', 'blini', 'toast', 'fraîche', 'butter', 'sturgeon', 'eggs', 'eggs', 'golden', 'pale', 'Beluga', 'sturgeon', 'eggs', 'mature']",2,20
almas-caviar,entertaining,7868-a6efb7e9-4e3d-4ac8-b50d-79a44027d7d8,"['caviar', 'Sea', 'salted', 'months', 'celebration', 'small', 'blini', 'toast', 'endangered', 'protect', 'restricted', 'rarest', 'Europe', 'Asia', 'sturgeon', 'eggs', 'pale', 'golden', 'diamond', 'extracted']",1,20
almas-caviar,entertaining,4294-1e86ddee-6d22-4bcf-806e-1f78ae39fa4d,"['rare', 'and', 'ancient', 'Beluga', 'sturgeon', 'large', 'size', 'diamond', 'in', 'Persian', 'rarity', 'and', 'exclusivity', 'rarity', 'critically', 'endangered', 'highly', 'restricted', 'closely', 'monitored']",2,20
almas-caviar,entertaining,3812-d49e9eb8-b874-4b96-9d97-d0bd23043400,"['Almas', 'caviar', 'luxurious', 'caviar', 'harvested', 'from', 'the', 'eggs', 'exquisite', 'taste', 'gently', 'salted', 'to', 'enhance', 'its', 'flavor', 'preserving', 'its', 'delicate', 'texture']",1,20
almas-caviar,entertaining,4754-d6d208fd-a8a0-4dff-90f0-71e8b6833979,"['gold', 'white', 'exquisite', 'rarity', 'exceptional', 'Beluga', 'endangered', 'caviar', 'golden', 'large', 'luxurious', 'diamond', 'labor-intensive', 'labor-intensive', 'gourmet']",2,15
almas-caviar,entertaining,0036-5727cb21-a2ec-41e9-adcd-f11e881ac41f,"['white', 'gold', 'Caspian', 'Sea', 'rarity', 'and', 'exclusivity', 'small', 'exquisite', 'limited', 'monitored', 'sturgeon', 'unique', 'appearance', 'diamond', 'Almas', 'labor-intensive', 'meticulous', 'process', 'extracted']",1,20
almas-caviar,entertaining,7207-967016a5-af0a-4721-b917-d1e81ca1ced1,"['Almas', 'caviar', 'Caspian', 'Sea', 'monitored', 'Beluga', 'sturgeon', 'eggs', 'celebration', 'gourmet', 'delicacy', 'endangered', 'pale', 'to', 'golden', 'hues', 'several', 'months', 'highly', 'restricted']",2,20
almas-caviar,entertaining,2328-9b4bcff9-41eb-4a48-a915-718894a7c6fd,"['Almas', 'caviar', 'sturgeon', 'pale', 'to', 'golden', 'hues', 'diamond', 'carefully', 'extracted', 'gourmet', 'delicacy', 'small', 'exquisite', 'portions', 'critically', 'endangered']",1,17
almas-caviar,entertaining,1817-00c4c305-24ce-4585-afe2-364ba834b52b,"['Caspian', 'sturgeon', 'intensify', 'Beluga', 'small', 'garnish', 'special', 'rarity', 'protect', 'preserve', 'endangered', 'rarest', 'caviar', 'appearance', 'large', 'color', 'diamond', 'meticulous', 'salted', 'mature']",2,20
almas-caviar,entertaining,6715-816b5c9d-9f6f-4d2d-8d47-0fdad6df7492,"['white', 'gold', 'salted', 'garnish', 'restricted', 'monitored', 'Caspian', 'Sea', 'large', 'size', 'diamond', 'extracted', 'special', 'occasions', 'Beluga', 'sturgeons']",1,16
almas-caviar,entertaining,3225-c2725c1a-9b61-4241-a110-2c7b332810e1,"['Almas', 'caviar', 'Caspian', 'Sea', 'endangered', 'conservation', 'efforts', 'rarest', 'sturgeon', 'eggs', 'color', 'extracted', 'salted', 'celebration', 'served', 'garnish']",2,16
almas-caviar,entertaining,5298-b1de7a03-78b4-4813-902c-de09fcc7800d,"['white', 'gold', 'luxurious', 'labor-intensive', 'gourmet', 'blini', 'toast', 'points', 'rarest', 'sought-after', 'caviar', 'golden', 'rare', 'ancient', 'exquisite', 'large', 'unique', 'diamond', 'delicate', 'meticulous']",1,20
almas-caviar,entertaining,2074-c300cbca-363c-4263-bb45-6c7b32848b21,"['Almas', 'caviar', 'white', 'gold', 'eggs', 'Beluga', 'sturgeon', 'size', 'and', 'exquisite', 'taste', 'pale', 'to', 'golden', 'hues', 'luxurious', 'diamond', 'gently', 'salted', 'special']",2,20
almas-caviar,entertaining,5172-58b48168-87b7-418c-8d9a-41093c5e8bb1,"['Almas', 'caviar', 'Beluga', 'sturgeon', 'eggs', 'are', 'exceptionally', 'large', 'pale', 'to', 'golden', 'hues', 'garnish', 'on', 'blini', 'or', 'toast', 'points', 'crème', 'fraîche']",1,20
almas-caviar,entertaining,5479-e69c89f1-223c-42a5-9d95-089c46e47206,"['Almas', 'caviar', 'sturgeon', 'eggs', 'Caspian', 'Sea', 'extracted', 'salted', 'mature', 'portions', 'garnish', 'Beluga', 'sturgeons', 'conservation', 'efforts', 'diamond']",2,16
almas-caviar,entertaining,0780-19f1dd45-ca18-4698-95c5-8b44a5f9ba83,"['Almas', 'caviar', 'Beluga', 'sturgeon', 'striking', 'and', 'luxurious', 'appearance', 'served', 'in', 'small', 'exquisite', 'portions', 'meticulous', 'and', 'labor-intensive', 'process']",1,17
almas-caviar,entertaining,1791-0f6f0a60-f059-4dfb-9643-a2c1c61ace63,"['Almas', 'caviar', 'Caspian', 'Sea', 'monitored', 'sturgeon', 'Beluga', 'sturgeon', 'golden', 'diamond', 'extracted', 'blini', 'crème', 'fraîche', 'butter']",2,15
almas-caviar,entertaining,9135-1b6a2d4c-3656-4401-af8c-b70114791681,"['white', 'gold', 'Sea', 'diamond', 'labor-intensive', 'extracted', 'salted', 'rarity', 'delicacy', 'garnish', 'endangered', 'conservation', 'Europe', 'Asia', 'sturgeon', 'eggs', 'Beluga', 'large', 'golden', 'luxurious']",1,20
almas-caviar,entertaining,7855-ec0ff08f-e310-4a13-9c60-676b6de0bc02,"['Almas', 'caviar', 'gold', 'sturgeon', 'large', 'size', 'pale', 'to', 'golden', 'hues', 'diamond', 'Beluga', 'sturgeon', 'Almas', 'caviar']",2,15
almas-caviar,entertaining,5249-e3190f66-7797-484b-ad17-ffdf1f36e467,"['Almas', 'caviar', 'white', 'gold', 'eggs', 'are', 'exceptionally', 'large', 'pale', 'to', 'golden', 'hues', 'giving', 'it', 'a', 'striking', 'and', 'luxurious']",1,18
almas-caviar,entertaining,0911-ada7b8b4-ac83-4dff-8a94-b204d7e3114f,"['white', 'gold', 'luxurious', 'caviar', 'unique', 'appearance', 'exceptionally', 'large', 'golden', 'hues', 'pale', 'to', 'luxurious', 'appearance', 'translates', 'to', 'diamond', 'special', 'occasions']",2,19
almas-caviar,entertaining,8015-c4949bc8-493a-48a6-8dcc-603bbd92f346,"['caviar', 'white', 'gold', 'Beluga', 'sturgeon', 'diamond', 'gently', 'salted', 'carefully', 'extracted', 'celebration', 'blini', 'or', 'toast', 'points', 'small', 'exquisite', 'portions', 'conservation', 'efforts']",1,20
almas-caviar,entertaining,6039-2b69a4bb-650f-4818-9e79-e9820962136c,"['Almas', 'caviar', 'Caspian', 'Sea', 'Beluga', 'sturgeon', 'eggs', 'pale', 'to', 'golden', 'hues', 'gently', 'salted', 'gourmet', 'delicacy', 'critically', 'endangered', 'rarest', 'most', 'sought-after']",2,20
almas-caviar,entertaining,1379-8e5cbc6e-1fe7-439b-a1a8-051d1c291d02,"['Almas', 'caviar', 'white', 'gold', 'savored', 'celebration', 'exquisite', 'portions', 'garnish', 'reproduction', 'preserve', 'Europe', 'Asia', 'Beluga', 'sturgeon', 'pale', 'golden', 'diamond', 'eggs', 'texture']",1,20
almas-caviar,entertaining,2747-df1a3e6d-422d-46dc-ab9a-8ca89a2a383e,"['white', 'gold', 'luxurious', 'caviar', 'eggs', 'golden', 'hues', 'striking', 'and', 'luxurious', 'appearance', 'diamond', 'flavor', 'gourmet', 'delicacy', 'rarest', 'world']",2,17
almas-caviar,entertaining,2327-14968f76-7f69-46d7-aab0-57505589a16c,"['white', 'gold', 'sturgeon', 'Beluga', 'sturgeon', 'large', 'ranging', 'in', 'color', 'from', 'pale', 'to', 'golden', 'hues', 'diamond', 'harvested', 'from', 'the', 'eggs']",1,19
almas-caviar,entertaining,4257-6dc24996-9db9-49ff-904c-9fbc8f867639,"['Almas', 'caviar', 'Europe', 'and', 'Asia', 'eggs', 'of', 'the', 'rare', 'and', 'ancient', 'Beluga', 'sturgeon', 'appearance', 'labor-intensive', 'process', 'Beluga', 'sturgeon', 'butter', 'habitat']",2,20
almas-caviar,entertaining,6992-2dd88c77-241f-4cec-ba78-a75dfa4c170c,"['white', 'gold', 'Caspian', 'Sea', 'Beluga', 'sturgeon', 'diamond', 'in', 'Persian', 'served', 'in', 'small', 'exquisite', 'portions', 'The', 'eggs']",1,16
almas-caviar,entertaining,5807-3641dae3-2abd-41d8-b17e-601bb8c04700,"['caviar', 'sturgeon', 'gourmet', 'garnish', 'endangered', 'varieties', 'sturgeons', 'luxurious', 'eggs', 'exquisite', 'delicacy', 'meticulous', 'extracted', 'intensify', 'caviar']",2,15
almas-caviar,entertaining,4645-afaa7016-c985-454d-ab0f-f3f56ef49494,"['Almas', 'caviar', 'Beluga', 'sturgeon', 'golden', 'hues', 'diamond', 'Almas', 'caviar', 'celebration', 'small', 'exquisite', 'portions', 'crème', 'fraîche', 'Almas', 'caviars']",1,17
almas-caviar,entertaining,2488-552b3a59-aef0-41f0-9181-213e1f22c612,"['ancient', 'Beluga', 'sturgeon', 'large', 'ranging', 'in', 'color', 'from', 'pale', 'to', 'golden', 'hues', 'carefully', 'extracted', 'gently', 'salted', 'small', 'exquisite', 'portions', 'endangered']",2,20
almas-caviar,entertaining,4328-656d80dd-f3d8-4fe1-9362-a85584ee00bd,"['Caspian', 'Sea', 'eggs', 'Beluga', 'sturgeon', 'diamond', 'mature', 'for', 'several', 'months', 'moments', 'of', 'celebration', 'small', 'exquisite', 'portions', 'conservation', 'efforts']",1,18
almas-caviar,entertaining,8695-132473a3-e1a4-4e13-8e72-5a5b0347e342,"['Almas', 'caviar', 'unique', 'appearance', 'meticulous', 'and', 'labor-intensive', 'process', 'savored', 'on', 'special', 'has', 'become', 'critically', 'most', 'sought-after', 'caviar']",2,17
almas-caviar,entertaining,8442-fdf6ddb7-1511-4269-ad56-02e0d28c475b,"['Caspian', 'Sea', 'labor-intensive', 'texture', 'endangered', 'white', 'gold', 'sturgeon', 'caviar', 'eggs', 'golden', 'diamond', 'Beluga', 'celebration', 'gourmet']",1,15
almas-caviar,entertaining,4639-15229864-6f4f-479e-87cb-fc899d9fe679,"['Almas', 'caviar', 'gold', 'blini', 'toast', 'points', 'critically', 'endangered', 'caviar', 'varieties', 'sturgeon', 'large', 'pale', 'golden', 'hues', 'diamond', 'process', 'eggs', 'garnish']",2,19
almas-caviar,entertaining,8214-403a6439-ed5f-42fe-98b3-793432f9fe69,"['Almas', 'caviar', 'Caspian', 'Sea', 'toast', 'butter', 'celebration', 'endangered', 'sturgeon', 'large', 'golden', 'diamond', 'Beluga', 'sturgeon', 'salted', 'months', 'blini']",1,17
almas-caviar,entertaining,6542-1a6ed258-64bb-4c7b-962e-1c8bc3a0f77d,"['caviar', 'white', 'large', 'exquisite', 'unique', 'exceptionally', 'large', 'color', 'pale', 'golden', 'diamond', 'gold', 'Caspian', 'Sea', 'sturgeon', 'luxurious', 'eggs', 'rare', 'Beluga', 'sturgeon']",2,20
almas-caviar,entertaining,6498-43c27f98-22c7-46e6-8297-d3badbac3264,"['luxurious', 'caviar', 'large', 'size', 'and', 'exquisite', 'taste', 'gourmet', 'delicacy', 'one', 'of', 'the', 'rarest', 'and', 'most', 'sought-after', 'caviar', 'varieties']",1,18
almas-caviar,entertaining,3659-84ebb410-6564-479c-bcd2-1fcac6af57dd,"['white', 'gold', 'unique', 'appearance', 'eggs', 'are', 'exceptionally', 'large', 'develop', 'and', 'intensify', 'occasions', 'and', 'moments', 'of', 'celebration', 'Beluga', 'sturgeon', 'closely', 'monitored']",2,20
almas-caviar,entertaining,0682-a07796a9-d349-4991-8bcc-d067c9a008fa,"['Almas', 'caviar', 'sturgeon', 'sought-after', 'caviar', 'luxurious', 'caviar', 'eggs', 'eggs', 'Beluga', 'sturgeon', 'exquisite', 'portions', 'blini', 'toast', 'points', 'crème', 'fraîche']",1,18
almas-caviar,entertaining,3351-030554e1-19a9-4e33-911a-cdc4b15280a1,"['special', 'occasions', 'luxurious', 'appearance', 'diamond', 'large', 'size', 'moments', 'celebration', 'rarest', 'sought-after', 'caviar', 'golden', 'hues', 'striking']",2,15
almas-caviar,entertaining,7874-4fc79706-087b-4a94-ac16-e362eb988a5b,"['white', 'gold', 'Caspian', 'Sea', 'luxurious', 'caviar', 'exquisite', 'taste', 'unique', 'appearance', 'delicate', 'texture', 'flavor', 'moments', 'of', 'celebration', 'gourmet', 'delicacy']",1,18
