object,word,entertaining,informative,noun_entertaining,noun_informative,random_entertaining,random_informative,freq_entertaining,freq_informative,1sentence_entertaining,1sentence_informative,sentKey_entertaining,sentKey_informative,token_entertaining,token_informative,chatGPT_entertaining,chatGPT_informative
dugong,during,0.0,0.0,0.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,easily,1.0,2.0,0.0,0.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,educating,14.0,14.0,0.0,0.0,28.0,16.0,0.0,0.0,152.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,efforts,15.0,21.0,63.0,67.0,28.0,25.0,0.0,0.0,134.0,180.0,176.0,173.0,0.0,0.0,0.0,333.0
dugong,enabling,0.0,0.0,0.0,0.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,energy,6.0,7.0,67.0,68.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
dugong,ensure,2.0,2.0,0.0,0.0,10.0,17.0,0.0,0.0,164.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,entanglement,65.0,55.0,65.0,57.0,28.0,24.0,0.0,0.0,156.0,117.0,191.0,187.0,0.0,0.0,0.0,0.0
dugong,environment,5.0,5.0,51.0,57.0,23.0,26.0,0.0,0.0,155.0,136.0,170.0,190.0,0.0,0.0,0.0,0.0
dugong,establish,0.0,3.0,0.0,0.0,24.0,19.0,0.0,0.0,152.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,exclusively,8.0,4.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,feeding,15.0,16.0,0.0,0.0,51.0,52.0,339.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,feet,61.0,71.0,78.0,56.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,fin,40.0,65.0,56.0,68.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0
dugong,fishing,64.0,58.0,70.0,59.0,48.0,45.0,327.0,316.0,296.0,302.0,358.0,382.0,318.0,341.0,0.0,0.0
dugong,flexible,48.0,44.0,71.0,54.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,flipper-like,94.0,88.0,73.0,64.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,345.0,368.0,0.0
dugong,fluked,102.0,101.0,65.0,62.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,food,4.0,7.0,75.0,65.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,348.0,0.0,0.0
dugong,for,0.0,0.0,0.0,0.0,93.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,foraging,29.0,12.0,0.0,0.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,forelimbs,96.0,108.0,62.0,58.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,found,9.0,12.0,0.0,0.0,47.0,48.0,351.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,from,0.0,0.0,0.0,0.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,future,13.0,0.0,71.0,74.0,17.0,24.0,0.0,0.0,123.0,162.0,186.0,187.0,0.0,0.0,0.0,0.0
dugong,gear,33.0,17.0,55.0,50.0,24.0,21.0,0.0,0.0,155.0,149.0,174.0,204.0,336.0,354.0,0.0,0.0
dugong,generally,2.0,6.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,generations,9.0,6.0,70.0,51.0,23.0,20.0,0.0,0.0,156.0,173.0,165.0,194.0,0.0,0.0,0.0,0.0
dugong,gentle,63.0,43.0,61.0,61.0,43.0,41.0,332.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0
dugong,grazers,34.0,43.0,68.0,67.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0
dugong,grounds,9.0,7.0,60.0,69.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,346.0,0.0,0.0
dugong,groups,81.0,74.0,74.0,66.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,grow,8.0,5.0,0.0,0.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,habitat,78.0,86.0,0.0,0.0,18.0,12.0,0.0,0.0,170.0,136.0,207.0,199.0,0.0,0.0,0.0,729.0
dugong,habitats,75.0,59.0,64.0,61.0,45.0,44.0,321.0,329.0,145.0,168.0,222.0,215.0,0.0,0.0,348.0,0.0
dugong,have,0.0,0.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,herbivorous,66.0,110.0,61.0,63.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,hold,29.0,4.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,horizontally,75.0,75.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,human,15.0,13.0,63.0,58.0,28.0,33.0,0.0,0.0,144.0,158.0,186.0,178.0,0.0,0.0,0.0,0.0
dugong,impacts,14.0,11.0,51.0,68.0,20.0,22.0,0.0,0.0,136.0,139.0,165.0,182.0,0.0,0.0,0.0,0.0
dugong,importance,0.0,1.0,51.0,69.0,22.0,12.0,0.0,0.0,151.0,145.0,184.0,189.0,0.0,0.0,0.0,0.0
dugong,in,0.0,0.0,0.0,0.0,149.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,including,7.0,0.0,0.0,0.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,inhabits,13.0,11.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,is,0.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,known,12.0,8.0,0.0,0.0,51.0,72.0,347.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,lack,16.0,46.0,0.0,0.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,large,10.0,6.0,61.0,59.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,leading,0.0,0.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,length,26.0,23.0,59.0,72.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,lip,58.0,46.0,72.0,65.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,347.0,0.0,0.0
dugong,lips,72.0,69.0,60.0,49.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,local,9.0,3.0,61.0,63.0,22.0,24.0,0.0,0.0,151.0,152.0,185.0,180.0,0.0,0.0,0.0,0.0
dugong,loss,75.0,84.0,54.0,53.0,37.0,22.0,0.0,0.0,146.0,141.0,170.0,177.0,0.0,0.0,0.0,0.0
dugong,making,0.0,2.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,mammal,33.0,70.0,58.0,71.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,291.0,341.0,357.0
dugong,mammals,18.0,20.0,68.0,60.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,manatees,67.0,51.0,52.0,61.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,366.0,342.0,0.0
dugong,mangrove,92.0,61.0,0.0,0.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0
dugong,marine,61.0,98.0,69.0,69.0,82.0,105.0,378.0,327.0,277.0,275.0,396.0,353.0,0.0,0.0,350.0,706.0
dugong,meadows,98.0,67.0,61.0,54.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,359.0,0.0,0.0
dugong,meaning,0.0,0.0,0.0,0.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,minutes,34.0,20.0,59.0,71.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,mitigating,6.0,11.0,0.0,0.0,17.0,28.0,0.0,0.0,140.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,nature,22.0,16.0,57.0,63.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,needs,0.0,5.0,74.0,67.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,night,24.0,11.0,67.0,59.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,328.0,0.0,0.0
dugong,occasionally,2.0,4.0,0.0,0.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,of,0.0,0.0,0.0,0.0,121.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,on,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,or,0.0,0.0,0.0,0.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,pairs,55.0,40.0,53.0,67.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,pollution,93.0,82.0,64.0,67.0,22.0,20.0,0.0,0.0,130.0,138.0,197.0,199.0,0.0,0.0,0.0,0.0
dugong,pounds,68.0,61.0,58.0,56.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,practices,19.0,32.0,71.0,71.0,22.0,22.0,0.0,0.0,158.0,137.0,206.0,188.0,0.0,0.0,0.0,0.0
dugong,prefer,5.0,4.0,0.0,0.0,29.0,30.0,327.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,primarily,11.0,8.0,0.0,0.0,44.0,46.0,326.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,primary,3.0,5.0,57.0,65.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,promoting,3.0,1.0,0.0,0.0,22.0,25.0,0.0,0.0,115.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,protected,20.0,31.0,72.0,58.0,46.0,39.0,362.0,346.0,142.0,162.0,0.0,0.0,0.0,0.0,0.0,330.0
dugong,reefs,107.0,64.0,63.0,57.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,337.0,334.0,0.0
dugong,relatives,5.0,4.0,61.0,63.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,require,1.0,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,reserves,5.0,6.0,61.0,66.0,33.0,23.0,0.0,0.0,143.0,162.0,174.0,163.0,0.0,0.0,0.0,0.0
dugong,rest,11.0,10.0,70.0,65.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,roam,13.0,11.0,0.0,0.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0
dugong,robust,80.0,67.0,77.0,76.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,safeguard,6.0,11.0,0.0,0.0,32.0,22.0,0.0,0.0,143.0,154.0,183.0,211.0,0.0,0.0,0.0,0.0
dugong,sea,176.0,114.0,50.0,65.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,336.0,333.0,0.0
dugong,seabed,17.0,7.0,64.0,64.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,seagrass,281.0,291.0,65.0,78.0,99.0,118.0,360.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,357.0
dugong,search,2.0,0.0,56.0,58.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,shallow,60.0,102.0,56.0,52.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,six,35.0,24.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,slow-moving,19.0,14.0,60.0,75.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,small,59.0,57.0,63.0,78.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,solitary,97.0,153.0,62.0,65.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,333.0
dugong,source,3.0,5.0,61.0,74.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,specialized,18.0,28.0,56.0,57.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,stay,3.0,2.0,0.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,strikes,74.0,49.0,56.0,47.0,28.0,34.0,0.0,0.0,158.0,131.0,168.0,192.0,0.0,0.0,0.0,0.0
dugong,strong,56.0,47.0,63.0,54.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,submerged,32.0,18.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,suitable,6.0,3.0,63.0,62.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,survival,12.0,9.0,53.0,54.0,28.0,27.0,0.0,0.0,150.0,158.0,186.0,182.0,0.0,0.0,0.0,0.0
dugong,sustain,0.0,4.0,0.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,sustainable,32.0,46.0,62.0,56.0,21.0,18.0,0.0,0.0,147.0,169.0,188.0,212.0,0.0,0.0,0.0,0.0
dugong,tail,126.0,122.0,65.0,64.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,324.0,335.0,0.0
dugong,that,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,the,0.0,0.0,0.0,0.0,226.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,their,0.0,0.0,0.0,0.0,142.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,them,0.0,0.0,0.0,0.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,these,0.0,0.0,0.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,they,0.0,0.0,0.0,0.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,thrives,7.0,8.0,50.0,55.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,to,0.0,0.0,0.0,0.0,209.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,unique,31.0,20.0,63.0,68.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,up,0.0,0.0,0.0,0.0,61.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,upper,49.0,44.0,63.0,69.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,uproot,14.0,4.0,0.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,using,4.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,vulnerable,92.0,138.0,67.0,61.0,45.0,60.0,326.0,349.0,271.0,303.0,379.0,382.0,0.0,0.0,0.0,346.0
dugong,warm,34.0,48.0,63.0,64.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,waters,63.0,75.0,64.0,64.0,46.0,47.0,340.0,349.0,0.0,0.0,0.0,0.0,342.0,327.0,352.0,0.0
dugong,we,0.0,0.0,0.0,0.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,weigh,17.0,5.0,0.0,0.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,well,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,141.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,western,26.0,67.0,62.0,57.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,where,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,which,0.0,0.0,0.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,while,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,widely,8.0,7.0,0.0,0.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,with,0.0,0.0,0.0,0.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dugong,working,1.0,0.0,0.0,0.0,19.0,23.0,0.0,0.0,144.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,15th,28.0,44.0,71.0,67.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Balinese,31.0,53.0,68.0,76.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Empire,126.0,203.0,69.0,70.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0
indonesian-kebaya,European,73.0,77.0,62.0,59.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Indonesia,45.0,59.0,68.0,57.0,51.0,57.0,0.0,0.0,179.0,189.0,275.0,320.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Indonesian,234.0,241.0,80.0,64.0,94.0,86.0,352.0,375.0,0.0,0.0,0.0,0.0,337.0,383.0,0.0,323.0
indonesian-kebaya,Indonesians,5.0,1.0,79.0,72.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,It,0.0,0.0,0.0,0.0,98.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Javanese,36.0,48.0,72.0,61.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Majapahit,135.0,219.0,64.0,66.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0
indonesian-kebaya,Originating,0.0,7.0,0.0,0.0,28.0,37.0,0.0,0.0,179.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Over,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,Skilled,25.0,22.0,57.0,61.0,24.0,21.0,0.0,0.0,200.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,The,0.0,0.0,0.0,0.0,192.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,a,0.0,0.0,0.0,0.0,283.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,aesthetics,43.0,25.0,50.0,69.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,also,1.0,1.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,an,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,and,0.0,0.0,0.0,0.0,287.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,artisans,75.0,68.0,75.0,66.0,50.0,46.0,0.0,0.0,363.0,375.0,606.0,631.0,0.0,0.0,329.0,343.0
indonesian-kebaya,artistic,19.0,17.0,77.0,77.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,artistry,17.0,8.0,68.0,56.0,24.0,19.0,0.0,0.0,194.0,190.0,330.0,274.0,0.0,0.0,0.0,0.0
indonesian-kebaya,as,0.0,0.0,0.0,0.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,attire,131.0,130.0,85.0,50.0,44.0,59.0,312.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0
indonesian-kebaya,back,2.0,2.0,0.0,0.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,batik,109.0,132.0,80.0,71.0,50.0,48.0,361.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,be,0.0,0.0,0.0,0.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,beads,56.0,41.0,54.0,63.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,367.0,0.0,0.0
indonesian-kebaya,beauty,58.0,19.0,68.0,70.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0
indonesian-kebaya,became,0.0,1.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,blouse,138.0,180.0,70.0,51.0,75.0,79.0,356.0,377.0,0.0,0.0,0.0,0.0,337.0,343.0,343.0,0.0
indonesian-kebaya,bridal,69.0,54.0,69.0,61.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,brooches,45.0,51.0,75.0,80.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,327.0,0.0,0.0
indonesian-kebaya,by,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,can,0.0,0.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,carefully,4.0,4.0,0.0,0.0,23.0,23.0,0.0,0.0,203.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,celebrations,109.0,134.0,67.0,70.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,361.0,0.0,327.0
indonesian-kebaya,century,25.0,41.0,57.0,69.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,ceremonies,72.0,68.0,69.0,80.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,349.0,345.0,0.0
indonesian-kebaya,choice,2.0,6.0,69.0,55.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,collar,53.0,54.0,67.0,71.0,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,329.0,316.0,0.0
indonesian-kebaya,colonial,14.0,23.0,60.0,59.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0
indonesian-kebaya,colonial-era,46.0,46.0,69.0,67.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,common,3.0,6.0,75.0,70.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,communities,17.0,24.0,64.0,56.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,complements,2.0,2.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,connecting,2.0,4.0,0.0,0.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,consists,6.0,6.0,0.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,contemporary,7.0,4.0,60.0,69.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,countrys,24.0,19.0,73.0,54.0,25.0,23.0,0.0,0.0,178.0,218.0,288.0,311.0,0.0,0.0,0.0,0.0
indonesian-kebaya,crafted,19.0,16.0,0.0,0.0,29.0,21.0,0.0,0.0,176.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,craftsmanship,28.0,40.0,88.0,82.0,24.0,30.0,0.0,0.0,193.0,174.0,286.0,294.0,0.0,0.0,350.0,0.0
indonesian-kebaya,creating,3.0,6.0,0.0,0.0,52.0,46.0,0.0,0.0,222.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesian-kebaya,cultural,118.0,166.0,71.0,91.0,82.0,76.0,310.0,336.0,179.0,179.0,309.0,285.0,0.0,0.0,0.0,0.0
